Date,Ticker,Open,High,Low,Close
4/7/00,AAPL,1.136160714,1.177455357,1.120535714,1.176339286
4/10/00,AAPL,1.17578125,1.185267857,1.113839286,1.116071429
4/11/00,AAPL,1.102678571,1.114955357,1.054129464,1.06640625
4/12/00,AAPL,1.0625,1.0625,0.936383929,0.975446429
4/13/00,AAPL,0.995535714,1.071428571,0.96875,1.016183036
4/14/00,AAPL,0.976004464,1.053571429,0.973214286,0.998883929
4/17/00,AAPL,0.977678571,1.106584821,0.973772321,1.106026786
4/18/00,AAPL,1.102678571,1.1328125,1.065848214,1.1328125
4/19/00,AAPL,1.126674107,1.162946429,1.069196429,1.081473214
4/20/00,AAPL,1.104352679,1.113839286,1.045200893,1.061383929
4/24/00,AAPL,1.026785714,1.075892857,1.024553571,1.075892857
4/25/00,AAPL,1.090401786,1.149553571,1.08984375,1.145647321
4/26/00,AAPL,1.130580357,1.142857143,1.071428571,1.083147321
4/27/00,AAPL,1.046316964,1.133928571,1.040876116,1.131696429
4/28/00,AAPL,1.135044643,1.138392857,1.083147321,1.107700893
5/1/00,AAPL,1.114955357,1.1171875,1.088169643,1.109933036
5/2/00,AAPL,1.100446429,1.127232143,1.049107143,1.052455357
5/3/00,AAPL,1.061941964,1.082589286,0.996651786,1.02734375
5/4/00,AAPL,1.027901786,1.029017857,0.987165179,0.98828125
5/5/00,AAPL,0.989397321,1.024553571,0.988560268,1.010044643
5/8/00,AAPL,1.000837054,1.015066964,0.982142857,0.983258929
5/9/00,AAPL,0.984933036,0.993303571,0.936383929,0.94140625
5/10/00,AAPL,0.929129464,0.9375,0.881696429,0.88671875
5/11/00,AAPL,0.905133929,0.930803571,0.883928571,0.91796875
5/12/00,AAPL,0.946428571,0.986607143,0.935407366,0.9609375
5/15/00,AAPL,0.96484375,0.96484375,0.893973214,0.901785714
5/16/00,AAPL,0.933175223,0.973772321,0.917410714,0.943638393
5/17/00,AAPL,0.925223214,0.92578125,0.896205357,0.905133929
5/18/00,AAPL,0.919642857,0.936941964,0.8984375,0.899553571
5/19/00,AAPL,0.886160714,0.886160714,0.833705357,0.839285714
5/22/00,AAPL,0.837053571,0.837053571,0.767857143,0.803013393
5/23/00,AAPL,0.808035714,0.833705357,0.764508929,0.766183036
5/24/00,AAPL,0.76953125,0.801339286,0.741071429,0.782924107
5/25/00,AAPL,0.790178571,0.827287946,0.767857143,0.779157366
5/26/00,AAPL,0.785714286,0.802455357,0.761160714,0.771205357
5/30/00,AAPL,0.782366071,0.786830357,0.729910714,0.781808036
5/31/00,AAPL,0.775669643,0.814732143,0.748325893,0.75
6/1/00,AAPL,0.729910714,0.799665179,0.717633929,0.795758929
6/2/00,AAPL,0.837053571,0.890625,0.794642857,0.826450893
6/5/00,AAPL,0.833147321,0.850446429,0.80078125,0.815290179
6/6/00,AAPL,0.821149554,0.863839286,0.806361607,0.829241071
6/7/00,AAPL,0.8359375,0.866071429,0.818080357,0.862165179
6/8/00,AAPL,0.871651786,0.879464286,0.831473214,0.846540179
6/9/00,AAPL,0.863839286,0.874441964,0.842633929,0.854910714
6/12/00,AAPL,0.860491071,0.861049107,0.811383929,0.814174107
6/13/00,AAPL,0.814174107,0.845424107,0.787388393,0.84375
6/14/00,AAPL,0.845424107,0.859375,0.8046875,0.807477679
6/15/00,AAPL,0.814732143,0.833705357,0.794642857,0.824776786
6/16/00,AAPL,0.834821429,0.837053571,0.795200893,0.814174107
6/19/00,AAPL,0.80859375,0.873883929,0.801897321,0.862723214
6/20/00,AAPL,0.879464286,0.928013393,0.878348214,0.904017857
6/21/00,AAPL,0.901785714,1.016741071,0.8984375,0.993303571
6/22/00,AAPL,0.995535714,1.029017857,0.956473214,0.959821429
6/23/00,AAPL,0.960379464,0.975446429,0.907366071,0.922991071
6/26/00,AAPL,0.9375,0.977678571,0.930803571,0.966517857
6/27/00,AAPL,0.960379464,0.991071429,0.921875,0.924107143
6/28/00,AAPL,0.952008929,0.988839286,0.919642857,0.972098214
6/29/00,AAPL,0.947544643,0.963169643,0.911830357,0.915178571
6/30/00,AAPL,0.943080357,0.981026786,0.922991071,0.935267857
7/3/00,AAPL,0.930803571,0.969866071,0.930803571,0.952008929
7/5/00,AAPL,0.950892857,0.985491071,0.90625,0.921875
7/6/00,AAPL,0.9375,0.9453125,0.886160714,0.925223214
7/7/00,AAPL,0.939174107,0.978794643,0.930803571,0.972098214
7/10/00,AAPL,0.965959821,1.040178571,0.959821429,1.020089286
7/11/00,AAPL,1.017857143,1.058035714,0.989955357,1.016741071
7/12/00,AAPL,1.037946429,1.052455357,1.006696429,1.051339286
7/13/00,AAPL,1.044642857,1.082589286,0.977678571,1.008928571
7/14/00,AAPL,1.020089286,1.053571429,1.015625,1.030133929
7/17/00,AAPL,1.040178571,1.050223214,1.020089286,1.041294643
7/18/00,AAPL,1.044642857,1.051339286,1.015625,1.022321429
7/19/00,AAPL,0.985491071,1.014508929,0.924107143,0.940848214
7/20/00,AAPL,0.982142857,1.018973214,0.966517857,0.984375
7/21/00,AAPL,0.970703125,0.993303571,0.9453125,0.956473214
7/24/00,AAPL,0.938616071,0.944196429,0.848214286,0.869419643
7/25/00,AAPL,0.8984375,0.904017857,0.876116071,0.893973214
7/26/00,AAPL,0.890066964,0.915178571,0.879464286,0.893973214
7/27/00,AAPL,0.892857143,0.950892857,0.890625,0.928571429
7/28/00,AAPL,0.93359375,0.9375,0.837053571,0.862723214
7/31/00,AAPL,0.877790179,0.921875,0.870535714,0.907366071
8/1/00,AAPL,0.8984375,0.913504464,0.879464286,0.880580357
8/2/00,AAPL,0.875,0.891741071,0.842633929,0.84375
8/3/00,AAPL,0.813616071,0.858258929,0.790178571,0.857142857
8/4/00,AAPL,0.883370536,0.915178571,0.827008929,0.845982143
8/7/00,AAPL,0.854910714,0.876116071,0.842633929,0.856026786
8/8/00,AAPL,0.856026786,0.857142857,0.827008929,0.834821429
8/9/00,AAPL,0.859375,0.864955357,0.84375,0.848214286
8/10/00,AAPL,0.857142857,0.864955357,0.845982143,0.849330357
8/11/00,AAPL,0.836495536,0.857142857,0.813616071,0.8515625
8/14/00,AAPL,0.849888393,0.8515625,0.827008929,0.840401786
8/15/00,AAPL,0.84375,0.856026786,0.830357143,0.833705357
8/16/00,AAPL,0.837053571,0.875,0.8359375,0.866071429
8/17/00,AAPL,0.863839286,0.936383929,0.862723214,0.918526786
8/18/00,AAPL,0.917410714,0.925223214,0.890625,0.892857143
8/21/00,AAPL,0.897321429,0.920758929,0.886160714,0.901785714
8/22/00,AAPL,0.904017857,0.943080357,0.899553571,0.922991071
8/23/00,AAPL,0.919084821,0.977678571,0.911830357,0.969866071
8/24/00,AAPL,0.976283482,1.011160714,0.953125,1.001953125
8/25/00,AAPL,1.008928571,1.026785714,1.006696429,1.014508929
8/28/00,AAPL,1.022321429,1.053571429,1.018973214,1.036830357
8/29/00,AAPL,1.033482143,1.061383929,1.030133929,1.056919643
8/30/00,AAPL,1.053571429,1.071428571,1.048270089,1.0625
8/31/00,AAPL,1.053013393,1.098214286,1.052455357,1.088169643
9/1/00,AAPL,1.094866071,1.136160714,1.091517857,1.1328125
9/5/00,AAPL,1.118861607,1.145089286,1.111607143,1.114955357
9/6/00,AAPL,1.095982143,1.113839286,1.03125,1.043526786
9/7/00,AAPL,1.055803571,1.1171875,1.040178571,1.107142857
9/8/00,AAPL,1.100446429,1.100446429,1.044642857,1.051339286
9/11/00,AAPL,1.047991071,1.078125,1.037946429,1.043526786
9/12/00,AAPL,1.023995536,1.072544643,1.017857143,1.03125
9/13/00,AAPL,1.013392857,1.0625,1.013392857,1.035714286
9/14/00,AAPL,1.045758929,1.064732143,1.014508929,1.015345982
9/15/00,AAPL,1.03125,1.0390625,0.96875,0.986328125
9/18/00,AAPL,0.986607143,1.084821429,0.983258929,1.083147321
9/19/00,AAPL,1.066964286,1.080357143,1.045758929,1.0703125
9/20/00,AAPL,1.060825893,1.097098214,1.045758929,1.090122768
9/21/00,AAPL,1.044642857,1.064732143,0.986607143,1.012276786
9/22/00,AAPL,0.8984375,0.936383929,0.892857143,0.931919643
9/25/00,AAPL,0.941964286,0.991071429,0.9296875,0.955357143
9/26/00,AAPL,0.952008929,0.977678571,0.917410714,0.918526786
9/27/00,AAPL,0.924107143,0.941964286,0.861607143,0.873883929
9/28/00,AAPL,0.880580357,0.9609375,0.859375,0.955357143
9/29/00,AAPL,0.503348214,0.517857143,0.453125,0.459821429
10/2/00,AAPL,0.4765625,0.477678571,0.419642857,0.433035714
10/3/00,AAPL,0.4453125,0.446428571,0.396205357,0.3984375
10/4/00,AAPL,0.399553571,0.424107143,0.390625,0.421875
10/5/00,AAPL,0.419642857,0.4375,0.392857143,0.393973214
10/6/00,AAPL,0.405133929,0.409598214,0.375,0.396205357
10/9/00,AAPL,0.404017857,0.408482143,0.377232143,0.388392857
10/10/00,AAPL,0.386160714,0.400669643,0.366071429,0.372767857
10/11/00,AAPL,0.359375,0.375,0.341517857,0.350446429
10/12/00,AAPL,0.362723214,0.371651786,0.348214286,0.357142857
10/13/00,AAPL,0.361607143,0.395089286,0.357142857,0.393973214
10/16/00,AAPL,0.3984375,0.415178571,0.381696429,0.383928571
10/17/00,AAPL,0.387276786,0.391741071,0.3515625,0.359375
10/18/00,AAPL,0.347098214,0.376116071,0.334821429,0.359375
10/19/00,AAPL,0.342075893,0.353794643,0.327008929,0.338169643
10/20/00,AAPL,0.340401786,0.363839286,0.338169643,0.348214286
10/23/00,AAPL,0.361886161,0.3671875,0.347098214,0.363839286
10/24/00,AAPL,0.369419643,0.372767857,0.3359375,0.337053571
10/25/00,AAPL,0.340401786,0.342633929,0.329241071,0.330357143
10/26/00,AAPL,0.3359375,0.337053571,0.3125,0.330357143
10/27/00,AAPL,0.337053571,0.342633929,0.319196429,0.331473214
10/30/00,AAPL,0.341517857,0.356026786,0.334821429,0.344866071
10/31/00,AAPL,0.352678571,0.361607143,0.34375,0.349330357
11/1/00,AAPL,0.347098214,0.372767857,0.347098214,0.366071429
11/2/00,AAPL,0.377232143,0.400669643,0.376116071,0.3984375
11/3/00,AAPL,0.410714286,0.410714286,0.391741071,0.397321429
11/6/00,AAPL,0.400669643,0.404017857,0.372767857,0.3828125
11/7/00,AAPL,0.383928571,0.389508929,0.371651786,0.380580357
11/8/00,AAPL,0.381696429,0.3828125,0.353794643,0.358258929
11/9/00,AAPL,0.354910714,0.366071429,0.340401786,0.360491071
11/10/00,AAPL,0.345703125,0.354910714,0.340401786,0.340401786
11/13/00,AAPL,0.334821429,0.357142857,0.325892857,0.345982143
11/14/00,AAPL,0.356026786,0.366071429,0.349330357,0.361607143
11/15/00,AAPL,0.357700893,0.360491071,0.34375,0.354910714
11/16/00,AAPL,0.348214286,0.353794643,0.337053571,0.339285714
11/17/00,AAPL,0.342633929,0.34375,0.325892857,0.330357143
11/20/00,AAPL,0.33203125,0.348214286,0.325892857,0.338169643
11/21/00,AAPL,0.342633929,0.348214286,0.334821429,0.3359375
11/22/00,AAPL,0.3359375,0.341517857,0.328125,0.330357143
11/24/00,AAPL,0.336774554,0.348214286,0.3359375,0.344866071
11/27/00,AAPL,0.354910714,0.356026786,0.330357143,0.333705357
11/28/00,AAPL,0.333705357,0.339285714,0.3203125,0.321986607
11/29/00,AAPL,0.323102679,0.327008929,0.308035714,0.313616071
11/30/00,AAPL,0.297991071,0.303571429,0.287946429,0.294642857
12/1/00,AAPL,0.303571429,0.3125,0.300223214,0.3046875
12/4/00,AAPL,0.306919643,0.306919643,0.293526786,0.297991071
12/5/00,AAPL,0.302455357,0.311383929,0.292410714,0.303571429
12/6/00,AAPL,0.261160714,0.267857143,0.25,0.255580357
12/7/00,AAPL,0.2578125,0.265625,0.25,0.255580357
12/8/00,AAPL,0.264508929,0.2734375,0.2578125,0.268973214
12/11/00,AAPL,0.271205357,0.274553571,0.265625,0.271205357
12/12/00,AAPL,0.272321429,0.285714286,0.267857143,0.274553571
12/13/00,AAPL,0.277901786,0.277901786,0.265625,0.267857143
12/14/00,AAPL,0.268415179,0.272321429,0.2578125,0.2578125
12/15/00,AAPL,0.260044643,0.262276786,0.25,0.251116071
12/18/00,AAPL,0.260044643,0.261160714,0.248883929,0.254464286
12/19/00,AAPL,0.256696429,0.272321429,0.25,0.25
12/20/00,AAPL,0.24609375,0.261160714,0.243303571,0.256696429
12/21/00,AAPL,0.254464286,0.267857143,0.247767857,0.251116071
12/22/00,AAPL,0.252232143,0.267857143,0.252232143,0.267857143
12/26/00,AAPL,0.265625,0.267857143,0.254464286,0.262276786
12/27/00,AAPL,0.256138393,0.264508929,0.253348214,0.264508929
12/28/00,AAPL,0.256696429,0.266741071,0.255580357,0.264508929
12/29/00,AAPL,0.262276786,0.267857143,0.258928571,0.265625
1/2/01,AAPL,0.265625,0.272321429,0.260044643,0.265625
1/3/01,AAPL,0.258928571,0.297991071,0.2578125,0.292410714
1/4/01,AAPL,0.323939732,0.330357143,0.300223214,0.3046875
1/5/01,AAPL,0.302455357,0.310267857,0.286830357,0.292410714
1/8/01,AAPL,0.302455357,0.303292411,0.284598214,0.295758929
1/9/01,AAPL,0.300223214,0.315011161,0.295758929,0.306919643
1/10/01,AAPL,0.297991071,0.303571429,0.286830357,0.295758929
1/11/01,AAPL,0.290178571,0.330357143,0.290178571,0.321428571
1/12/01,AAPL,0.319196429,0.321428571,0.3046875,0.306919643
1/16/01,AAPL,0.311383929,0.325892857,0.303571429,0.305803571
1/17/01,AAPL,0.313616071,0.313616071,0.294642857,0.300223214
1/18/01,AAPL,0.318080357,0.334821429,0.314732143,0.333705357
1/19/01,AAPL,0.347098214,0.349330357,0.333705357,0.348214286
1/22/01,AAPL,0.340401786,0.350446429,0.329241071,0.34375
1/23/01,AAPL,0.344866071,0.373883929,0.340401786,0.366071429
1/24/01,AAPL,0.368303571,0.369419643,0.349330357,0.366071429
1/25/01,AAPL,0.3671875,0.3671875,0.352678571,0.356026786
1/26/01,AAPL,0.348214286,0.353794643,0.340401786,0.349330357
1/29/01,AAPL,0.349330357,0.388392857,0.349330357,0.387276786
1/30/01,AAPL,0.385044643,0.392857143,0.372767857,0.388392857
1/31/01,AAPL,0.383928571,0.401785714,0.3828125,0.386160714
2/1/01,AAPL,0.369419643,0.383928571,0.366071429,0.377232143
2/2/01,AAPL,0.377232143,0.391741071,0.366071429,0.368303571
2/5/01,AAPL,0.366071429,0.3671875,0.352678571,0.360491071
2/6/01,AAPL,0.359933036,0.381975446,0.357142857,0.377232143
2/7/01,AAPL,0.368861607,0.372767857,0.353794643,0.370535714
2/8/01,AAPL,0.3671875,0.376116071,0.360491071,0.370535714
2/9/01,AAPL,0.366071429,0.371651786,0.333705357,0.341517857
2/12/01,AAPL,0.340401786,0.357142857,0.3359375,0.3515625
2/13/01,AAPL,0.356026786,0.364955357,0.339285714,0.341517857
2/14/01,AAPL,0.342633929,0.350446429,0.330357143,0.348214286
2/15/01,AAPL,0.3515625,0.3671875,0.3515625,0.358258929
2/16/01,AAPL,0.339285714,0.348214286,0.334821429,0.339285714
2/20/01,AAPL,0.342633929,0.347098214,0.324776786,0.327008929
2/21/01,AAPL,0.325892857,0.356026786,0.325892857,0.337053571
2/22/01,AAPL,0.340401786,0.345982143,0.321428571,0.3359375
2/23/01,AAPL,0.332589286,0.337053571,0.325892857,0.3359375
2/26/01,AAPL,0.340401786,0.3515625,0.331473214,0.348214286
2/27/01,AAPL,0.344308036,0.347098214,0.333705357,0.345982143
2/28/01,AAPL,0.345982143,0.347098214,0.323660714,0.325892857
3/1/01,AAPL,0.318080357,0.334821429,0.306919643,0.334821429
3/2/01,AAPL,0.327008929,0.364955357,0.325892857,0.34375
3/5/01,AAPL,0.345982143,0.366071429,0.34375,0.363839286
3/6/01,AAPL,0.369977679,0.393973214,0.369419643,0.383928571
3/7/01,AAPL,0.380580357,0.386160714,0.370535714,0.379464286
3/8/01,AAPL,0.369419643,0.377232143,0.364955357,0.371651786
3/9/01,AAPL,0.368303571,0.369419643,0.357142857,0.361607143
3/12/01,AAPL,0.3515625,0.354910714,0.323660714,0.332589286
3/13/01,AAPL,0.337053571,0.349330357,0.324776786,0.349330357
3/14/01,AAPL,0.330357143,0.366071429,0.329241071,0.364955357
3/15/01,AAPL,0.372767857,0.381696429,0.3515625,0.3515625
3/16/01,AAPL,0.339285714,0.362723214,0.337053571,0.350446429
3/19/01,AAPL,0.352678571,0.368303571,0.348214286,0.3671875
3/20/01,AAPL,0.369977679,0.373883929,0.3515625,0.3515625
3/21/01,AAPL,0.353236607,0.372767857,0.345982143,0.359375
3/22/01,AAPL,0.363839286,0.388392857,0.360491071,0.386160714
3/23/01,AAPL,0.393973214,0.420758929,0.392857143,0.410714286
3/26/01,AAPL,0.413035714,0.424107143,0.377321429,0.388928571
3/27/01,AAPL,0.391785714,0.411607143,0.391071429,0.408392857
3/28/01,AAPL,0.394285714,0.401785714,0.383928571,0.395892857
3/29/01,AAPL,0.38875,0.41875,0.383928571,0.402321429
3/30/01,AAPL,0.402678571,0.405714286,0.381071429,0.394107143
4/2/01,AAPL,0.394464286,0.404642857,0.382142857,0.385535714
4/3/01,AAPL,0.381428571,0.382142857,0.359464286,0.361428571
4/4/01,AAPL,0.352857143,0.361607143,0.334821429,0.348214286
4/5/01,AAPL,0.367857143,0.401785714,0.357142857,0.372678571
4/6/01,AAPL,0.371428571,0.375714286,0.355357143,0.367678571
4/9/01,AAPL,0.369464286,0.381071429,0.358214286,0.366785714
4/10/01,AAPL,0.373214286,0.405357143,0.371071429,0.393571429
4/11/01,AAPL,0.410357143,0.410714286,0.38,0.389285714
4/12/01,AAPL,0.3825,0.411071429,0.377678571,0.400357143
4/16/01,AAPL,0.394464286,0.4,0.3725,0.382857143
4/17/01,AAPL,0.378571429,0.37875,0.35,0.364285714
4/18/01,AAPL,0.385178571,0.43,0.376428571,0.406964286
4/19/01,AAPL,0.45625,0.459821429,0.421428571,0.459285714
4/20/01,AAPL,0.445178571,0.457678571,0.439285714,0.447142857
4/23/01,AAPL,0.434642857,0.446428571,0.428571429,0.433035714
4/24/01,AAPL,0.434464286,0.441964286,0.419821429,0.429107143
4/25/01,AAPL,0.432321429,0.443928571,0.420892857,0.441428571
4/26/01,AAPL,0.449464286,0.466071429,0.440714286,0.440892857
4/27/01,AAPL,0.45,0.469464286,0.441964286,0.467857143
4/30/01,AAPL,0.476785714,0.484285714,0.444107143,0.455178571
5/1/01,AAPL,0.45375,0.473214286,0.45,0.463035714
5/2/01,AAPL,0.470357143,0.476785714,0.46,0.474821429
5/3/01,AAPL,0.46375,0.46875,0.441607143,0.445714286
5/4/01,AAPL,0.432857143,0.461607143,0.427857143,0.459821429
5/7/01,AAPL,0.4575,0.46,0.443571429,0.445714286
5/8/01,AAPL,0.452678571,0.454464286,0.427678571,0.43875
5/9/01,AAPL,0.431071429,0.438392857,0.422678571,0.428214286
5/10/01,AAPL,0.432321429,0.4375,0.409821429,0.410714286
5/11/01,AAPL,0.410892857,0.419464286,0.406428571,0.408035714
5/14/01,AAPL,0.40875,0.422857143,0.40625,0.415892857
5/15/01,AAPL,0.417321429,0.455357143,0.411428571,0.413928571
5/16/01,AAPL,0.415357143,0.4375,0.408035714,0.430357143
5/17/01,AAPL,0.432678571,0.434464286,0.415178571,0.420535714
5/18/01,AAPL,0.417142857,0.422142857,0.412857143,0.420178571
5/21/01,AAPL,0.421964286,0.426964286,0.411607143,0.420714286
5/22/01,AAPL,0.428571429,0.430892857,0.417857143,0.419642857
5/23/01,AAPL,0.424107143,0.424107143,0.408214286,0.414821429
5/24/01,AAPL,0.415892857,0.416071429,0.403928571,0.414285714
5/25/01,AAPL,0.414285714,0.415892857,0.401785714,0.406428571
5/29/01,AAPL,0.398571429,0.401785714,0.371607143,0.383392857
5/30/01,AAPL,0.370714286,0.370714286,0.344642857,0.353214286
5/31/01,AAPL,0.353571429,0.361428571,0.348035714,0.35625
6/1/01,AAPL,0.359464286,0.376607143,0.356785714,0.373035714
6/4/01,AAPL,0.376428571,0.376964286,0.365357143,0.368928571
6/5/01,AAPL,0.371428571,0.376785714,0.363392857,0.373928571
6/6/01,AAPL,0.37375,0.37375,0.363035714,0.370178571
6/7/01,AAPL,0.369821429,0.3875,0.365178571,0.386785714
6/8/01,AAPL,0.386607143,0.386607143,0.369821429,0.380714286
6/11/01,AAPL,0.375892857,0.37625,0.35625,0.357857143
6/12/01,AAPL,0.353035714,0.369464286,0.352857143,0.362678571
6/13/01,AAPL,0.3825,0.388035714,0.358214286,0.365535714
6/14/01,AAPL,0.357857143,0.365178571,0.353035714,0.355
6/15/01,AAPL,0.358928571,0.370535714,0.345535714,0.365
6/18/01,AAPL,0.364464286,0.372321429,0.357142857,0.363035714
6/19/01,AAPL,0.372321429,0.382142857,0.357321429,0.360535714
6/20/01,AAPL,0.357142857,0.390178571,0.356785714,0.386964286
6/21/01,AAPL,0.384821429,0.410714286,0.376785714,0.401607143
6/22/01,AAPL,0.401428571,0.410714286,0.388571429,0.3975
6/25/01,AAPL,0.401785714,0.428571429,0.400892857,0.428392857
6/26/01,AAPL,0.416785714,0.424464286,0.410892857,0.424107143
6/27/01,AAPL,0.425535714,0.428571429,0.401785714,0.416785714
6/28/01,AAPL,0.411607143,0.426964286,0.409642857,0.420357143
6/29/01,AAPL,0.4225,0.448214286,0.414285714,0.415178571
7/2/01,AAPL,0.422142857,0.432678571,0.413214286,0.426785714
7/3/01,AAPL,0.419821429,0.431785714,0.419642857,0.425714286
7/5/01,AAPL,0.421428571,0.424464286,0.410892857,0.414107143
7/6/01,AAPL,0.406428571,0.41,0.387857143,0.393392857
7/9/01,AAPL,0.394464286,0.410714286,0.387142857,0.405357143
7/10/01,AAPL,0.409821429,0.411964286,0.372142857,0.3775
7/11/01,AAPL,0.375535714,0.402678571,0.375,0.4025
7/12/01,AAPL,0.416071429,0.443035714,0.416071429,0.435
7/13/01,AAPL,0.430892857,0.446607143,0.425714286,0.44375
7/16/01,AAPL,0.444285714,0.448214286,0.426964286,0.427857143
7/17/01,AAPL,0.428214286,0.450357143,0.410892857,0.448214286
7/18/01,AAPL,0.388928571,0.406785714,0.364642857,0.37125
7/19/01,AAPL,0.379107143,0.3825,0.352678571,0.356428571
7/20/01,AAPL,0.351785714,0.358214286,0.348035714,0.356785714
7/23/01,AAPL,0.35875,0.366071429,0.348392857,0.348928571
7/24/01,AAPL,0.34625,0.355714286,0.334464286,0.340892857
7/25/01,AAPL,0.341428571,0.344642857,0.320892857,0.329821429
7/26/01,AAPL,0.33,0.335714286,0.31875,0.331964286
7/27/01,AAPL,0.334821429,0.34375,0.330357143,0.338571429
7/30/01,AAPL,0.341428571,0.345714286,0.330535714,0.338035714
7/31/01,AAPL,0.344107143,0.346785714,0.330535714,0.335535714
8/1/01,AAPL,0.339464286,0.353214286,0.338392857,0.340357143
8/2/01,AAPL,0.350892857,0.354821429,0.343928571,0.353928571
8/3/01,AAPL,0.355178571,0.355357143,0.339285714,0.348214286
8/6/01,AAPL,0.34,0.351071429,0.339285714,0.341607143
8/7/01,AAPL,0.345178571,0.35125,0.338928571,0.34375
