Datetime,Open,High,Low,Close,MA50
3/24/08 0:00,1.5406,1.54543,1.53381,1.54316,1.5016066
3/25/08 0:00,1.54311,1.56579,1.54079,1.5609,1.5031084
3/26/08 0:00,1.56093,1.58582,1.55795,1.5819,1.5049484
3/27/08 0:00,1.58185,1.58455,1.57237,1.58086,1.507017
3/28/08 0:00,1.58101,1.58387,1.57392,1.57918,1.5091024
3/30/08 0:00,1.57956,1.57984,1.57931,1.57963,1.5110366
3/31/08 0:00,1.5796,1.58974,1.57444,1.5755,1.5129098
4/1/08 0:00,1.57559,1.57857,1.55612,1.56168,1.5148208
4/2/08 0:00,1.56158,1.57007,1.5531,1.56732,1.5164522
4/3/08 0:00,1.56731,1.56858,1.55073,1.56599,1.51815
4/4/08 0:00,1.56575,1.57726,1.56345,1.57352,1.520203
4/6/08 0:00,1.57302,1.57375,1.57071,1.573,1.5224506
4/7/08 0:00,1.573,1.57308,1.56247,1.57058,1.5249622
4/8/08 0:00,1.57074,1.57983,1.56718,1.56945,1.5273678
4/9/08 0:00,1.5694,1.58645,1.56835,1.58162,1.52971
4/10/08 0:00,1.58155,1.59143,1.57221,1.57563,1.532348
4/11/08 0:00,1.57547,1.58564,1.5747,1.58091,1.5347046
4/13/08 0:00,1.57834,1.57834,1.56913,1.57101,1.5372188
4/14/08 0:00,1.57097,1.58867,1.56684,1.58242,1.5393608
4/15/08 0:00,1.58224,1.58754,1.57486,1.57846,1.5416488
4/16/08 0:00,1.5785,1.59786,1.57746,1.59365,1.5438764
4/17/08 0:00,1.59371,1.59826,1.58446,1.59046,1.5464538
4/18/08 0:00,1.59037,1.59566,1.57092,1.5812,1.5488082
4/20/08 0:00,1.58086,1.58207,1.57924,1.5808,1.5509908
4/21/08 0:00,1.58097,1.59466,1.5789,1.59096,1.5529852
4/22/08 0:00,1.59117,1.60183,1.58307,1.59721,1.5551574
4/23/08 0:00,1.5972,1.59977,1.58583,1.58804,1.5574402
4/24/08 0:00,1.58795,1.58836,1.56331,1.56727,1.5595404
4/25/08 0:00,1.56764,1.57063,1.55506,1.56276,1.560896
